"wk.buffer.start","wk.buffer.end","state.abb","crop","RMSE","NSE","KGE","bias.prc","tweets.tot"
0,0,"IA","corn",5.83468345705672,0.972260312858789,0.917952497405931,8.1,204
0,0,"IL","corn",18.8959906368583,0.579050804383793,0.540906055794343,41,196
0,0,"IN","corn",14.0661701559857,0.653873616565512,0.579658921719173,-13.3,49
0,0,"MI","corn",11.1611571340712,0.901300045275209,0.753975645473842,23.1,38
0,0,"ND","corn",49.3254498205541,-23.6587837837838,-4.23078486320452,418.5,34
0,0,"SD","corn",23.0592626039242,0.38718767777946,0.309762951194716,60.9,48
0,0,"WI","corn",19.9071145542628,0.327390330113006,0.31587763628139,42,40
0,1,"IA","corn",5.14890649903762,0.980919322748219,0.952401830658298,-0.7,204
0,1,"IL","corn",11.5530363352479,0.868253499463875,0.785348455997193,20.8,196
0,1,"IN","corn",13.9071980013948,0.708767616403548,0.649610561261754,-14.7,49
0,1,"MI","corn",7.21443074496782,0.963778514393328,0.884698473941102,11.5,38
0,1,"ND","corn",34.5116809565831,-1.27219482045829,-0.515832667614144,135.3,34
0,1,"SD","corn",19.9771474378372,0.677386002269056,0.591051738299947,38.2,48
0,1,"WI","corn",11.770490407984,0.821830704160951,0.671926417586734,15.1,40
0,2,"IA","corn",5.67716149727465,0.977729103750456,0.941146374792521,-2.9,204
0,2,"IL","corn",8.20312565793253,0.939496469291526,0.880207835995107,11.9,196
0,2,"IN","corn",16.1495497183127,0.636470187836515,0.699354275806,-20.2,49
0,2,"MI","corn",6.01634677951899,0.974810018827243,0.914854212863052,7.5,38
0,2,"ND","corn",30.0950021725692,0.103116181011899,0.205462081905788,75.5,34
0,2,"SD","corn",14.5491827997403,0.8519614203697,0.791087076775999,20.6,48
0,2,"WI","corn",8.25153144592904,0.93062689940527,0.813468567015589,7.3,40
0,3,"IA","corn",8.12104505262773,0.954427900498858,0.861890204722417,-8.7,204
0,3,"IL","corn",5.73740306799341,0.972253935449913,0.919636796578844,1.8,196
0,3,"IN","corn",15.3208080887996,0.6816006829888,0.695212395623098,-17.4,49
0,3,"MI","corn",5.58652617222978,0.978280701371487,0.917845864386653,3.8,38
0,3,"ND","corn",27.5818351420965,0.437135978934001,0.481743269114859,50.6,34
0,3,"SD","corn",13.4752276463228,0.880194082811908,0.836566351241253,15.7,48
0,3,"WI","corn",5.41162769282166,0.973340021550923,0.910973262749089,0.8,40
0,4,"IA","corn",9.09216364256352,0.942877174033666,0.837194599461001,-10.5,204
0,4,"IL","corn",6.02172419771741,0.969435845206108,0.898438563187327,-0.7,196
0,4,"IN","corn",18.3430832958768,0.543591778734046,0.716571153842826,-23.8,49
0,4,"MI","corn",5.58652617222978,0.978280701371487,0.917845864386653,3.8,38
0,4,"ND","corn",25.5386144014866,0.575286779026113,0.616505547552345,37,34
0,4,"SD","corn",12.4484651951269,0.897756039102685,0.857107905673793,12.8,48
0,4,"WI","corn",5.0039053883325,0.977205915586635,0.941779537940878,-2.7,40
0,5,"IA","corn",10.7345377828823,0.920376384254198,0.798013068057929,-13.3,204
0,5,"IL","corn",6.31762006941181,0.966358319729274,0.885881210857783,-2,196
0,5,"IN","corn",18.3430832958768,0.543591778734046,0.716571153842826,-23.8,49
0,5,"MI","corn",5.9207732227772,0.975603980301471,0.896352115434518,0.3,38
0,5,"ND","corn",23.8891863058234,0.643706432118408,0.684985541947276,28.9,34
0,5,"SD","corn",11.6791945912666,0.910002211930993,0.86930472781367,10.1,48
0,5,"WI","corn",5.0039053883325,0.977205915586635,0.941779537940878,-2.7,40
1,0,"IA","corn",8.66794410157736,0.941955515207401,0.821820419576919,17.6,204
1,0,"IL","corn",20.5281864266383,0.503188637450698,0.510421215837429,46.9,196
1,0,"IN","corn",13.233480267866,0.790139869305522,0.726091278679251,-14.1,49
1,0,"MI","corn",11.7033096011898,0.893571012095536,0.711092887285842,27.8,38
1,0,"ND","corn",43.3928097850679,-20.1121058561243,-4.51845455512,446.7,34
1,0,"SD","corn",23.367771148916,0.346639312161251,0.151987572072091,78.8,48
1,0,"WI","corn",22.2636345075911,0.222796316031731,0.192806411623893,69.6,40
1,1,"IA","corn",6.68185511128974,0.97046166872096,0.898967909329349,6.2,204
1,1,"IL","corn",13.274249700729,0.826073092326097,0.74646510230936,25.3,196
1,1,"IN","corn",13.1794505449456,0.816650187004796,0.761291397353925,-15.4,49
1,1,"MI","corn",8.14257866413259,0.955871581171499,0.849544315665771,15,38
1,1,"ND","corn",31.6153419311276,-1.0332177490279,-0.626788446291283,143.4,34
1,1,"SD","corn",20.7615429741305,0.660307348788337,0.49642385414562,48.6,48
1,1,"WI","corn",13.6950509954767,0.787225941963462,0.632975742203631,32,40
1,2,"IA","corn",6.4262848076481,0.97444132664963,0.908493377740116,2.6,204
1,2,"IL","corn",9.86328199074356,0.912528839220971,0.834893776393858,15.5,196
1,2,"IN","corn",15.3729359750773,0.767305205252186,0.767905876087771,-20.8,49
1,2,"MI","corn",7.03290493911864,0.967079688557954,0.881372794382647,11,38
1,2,"ND","corn",28.1737334987619,0.203430620987,0.143941390056904,79.6,34
1,2,"SD","corn",16.0862332765499,0.831514056681839,0.719185511082262,27.8,48
1,2,"WI","corn",10.1183473147027,0.909976193039754,0.794497895577453,19.2,40
1,3,"IA","corn",7.68758866345071,0.963423794861385,0.858140646503753,-3.1,204
1,3,"IL","corn",6.92036948634242,0.95963274344911,0.872576109554898,4.8,196
1,3,"IN","corn",14.657519339104,0.794312758894806,0.777703953073612,-17.9,49
1,3,"MI","corn",6.48264539813992,0.97202958093673,0.894999423193345,7.3,38
1,3,"ND","corn",26.1822064866187,0.506901220069159,0.446378089778484,53.3,34
1,3,"SD","corn",15.05144638894,0.865560039152275,0.781686087309824,21.2,48
1,3,"WI","corn",6.87982785031719,0.963609989909183,0.900359215102254,9.9,40
1,4,"IA","corn",8.35129377666166,0.956835581784007,0.838413897009042,-4.9,204
1,4,"IL","corn",6.90267170472996,0.959838945558434,0.859037303670661,2.3,196
1,4,"IN","corn",17.530977901456,0.705762050164242,0.753010335774909,-24.2,49
1,4,"MI","corn",6.48264539813992,0.97202958093673,0.894999423193345,7.3,38
1,4,"ND","corn",24.493763378551,0.632612097707015,0.600309807746067,38.9,34
1,4,"SD","corn",14.1503876651624,0.881174792541653,0.802748986883933,18.5,48
1,4,"WI","corn",5.8538011635554,0.973654711018256,0.92660887008529,6.6,40
1,5,"IA","corn",9.57300606984972,0.943282766681308,0.805315684061357,-7.7,204
1,5,"IL","corn",7.0326775691686,0.958311901838302,0.850327727147933,1.1,196
1,5,"IN","corn",17.530977901456,0.705762050164242,0.753010335774909,-24.2,49
1,5,"MI","corn",6.50422988209339,0.971843011379717,0.888206064674862,3.9,38
1,5,"ND","corn",23.0929415756695,0.695322198397472,0.683519068031584,30.4,34
1,5,"SD","corn",13.4222153237657,0.893089512840951,0.818743951389517,15.8,48
1,5,"WI","corn",5.8538011635554,0.973654711018256,0.92660887008529,6.6,40
2,0,"IA","corn",10.7546641420206,0.910644258827997,0.753297349483875,23.8,204
2,0,"IL","corn",23.0058536262454,0.376025188675653,0.45329651153228,54.4,196
2,0,"IN","corn",7.76482562629727,0.940463087268359,0.947536786353163,0.9,49
2,0,"MI","corn",11.0339861084359,0.904147809137147,0.704524997166608,27.8,38
2,0,"ND","corn",38.8117089656519,-18.1549943137648,-4.59475799447714,446.7,34
2,0,"SD","corn",22.0454076850486,0.373015588604193,0.0824404940007769,84.9,48
2,0,"WI","corn",26.9956558004944,-0.154530696864793,-0.125701336874383,107.3,40
2,1,"IA","corn",8.33735131110615,0.954011626275353,0.843112338278734,10.6,204
2,1,"IL","corn",15.8610788500025,0.751679680673344,0.681945814531567,31,196
2,1,"IN","corn",7.3542571760937,0.952953524576051,0.959745761457408,-3.3,49
2,1,"MI","corn",7.72472838172505,0.960596272635682,0.849478313296642,15,38
2,1,"ND","corn",28.8607265648626,-0.851781347660316,-0.660559790154481,143.4,34
2,1,"SD","corn",19.8848452501202,0.679413818577665,0.455230166394163,52,48
2,1,"WI","corn",18.5902925415604,0.618956170688561,0.437087334470989,55.1,40
2,2,"IA","corn",7.73351876408494,0.962985434447113,0.863713369077505,6,204
2,2,"IL","corn",12.3774735170372,0.862251777991609,0.768005184538092,20,196
2,2,"IN","corn",9.48465226152143,0.927329696692882,0.879378751493941,-10.7,49
2,2,"MI","corn",6.67199945251882,0.970604363100972,0.886503878971378,11,38
2,2,"ND","corn",26.083808758789,0.283056152927121,0.122451966001989,79.6,34
2,2,"SD","corn",15.7263859445212,0.840174989376932,0.694915286735995,30.2,48
2,2,"WI","corn",15.1716370714756,0.80797449591443,0.646388178286892,35.3,40
2,3,"IA","corn",8.41994671274722,0.956122986947495,0.830873599978198,0.4,204
2,3,"IL","corn",9.0462625262131,0.931022246861053,0.809753181962544,8.7,196
2,3,"IN","corn",9.08086318282308,0.93567805296054,0.901711700152904,-9.2,49
2,3,"MI","corn",6.14997741639936,0.97502428602035,0.906288254762869,7.3,38
2,3,"ND","corn",24.4912115756743,0.561690688324852,0.433351128210938,53.3,34
2,3,"SD","corn",14.8307253100831,0.874027890721255,0.767289042047413,23,48
2,3,"WI","corn",12.1531965619404,0.89454636297465,0.768177408364202,22.2,40
2,4,"IA","corn",8.90152866588816,0.950960327788017,0.815822383061077,-1.4,204
2,4,"IL","corn",8.7607208361191,0.935308033517437,0.801966370447654,6.3,196
2,4,"IN","corn",11.9874245402187,0.887912627181094,0.818246937877341,-15.4,49
2,4,"MI","corn",6.14997741639936,0.97502428602035,0.906288254762869,7.3,38
2,4,"ND","corn",23.0929415756695,0.67710202128932,0.59502913202329,38.9,34
2,4,"SD","corn",13.9949530389499,0.887825921631109,0.791589261098959,20.3,48
2,4,"WI","corn",11.2152613342685,0.910195248739789,0.789753383746823,19,40
2,5,"IA","corn",9.86366254709554,0.939786373979729,0.78896514273303,-4.2,204
2,5,"IL","corn",8.72241625845061,0.935872503317027,0.796600074018446,5.1,196
2,5,"IN","corn",11.9874245402187,0.887912627181094,0.818246937877341,-15.4,49
2,5,"MI","corn",6.17045425582307,0.974857691880923,0.903363942180736,3.9,38
2,5,"ND","corn",21.9078879756939,0.734889772671478,0.685040620224872,30.4,34
2,5,"SD","corn",13.3100694968322,0.898536400494593,0.811644243924101,17.6,48
2,5,"WI","corn",11.2152613342685,0.910195248739789,0.789753383746823,19,40
3,0,"IA","corn",13.9619664781329,0.849401051794392,0.656996310617367,32.1,204
3,0,"IL","corn",23.9896312278941,0.321519300752794,0.428671717002308,57.1,196
3,0,"IN","corn",7.76482562629727,0.940463087268359,0.947536786353163,0.9,49
3,0,"MI","corn",11.0339861084359,0.904147809137147,0.704524997166608,27.8,38
3,0,"ND","corn",41.70358364564,-21.115830224935,-5.72008718347299,609.9,34
3,0,"SD","corn",22.0454076850486,0.373015588604193,0.0824404940007769,84.9,48
3,0,"WI","corn",24.9931207466392,-0.0374236763878846,-0.156781698353321,107.3,40
3,1,"IA","corn",11.0760253492048,0.918836693657806,0.766172103574193,16.6,204
3,1,"IL","corn",16.8776121681176,0.71883010691809,0.655921103519069,33.1,196
3,1,"IN","corn",7.3542571760937,0.952953524576051,0.959745761457408,-3.3,49
3,1,"MI","corn",7.72472838172505,0.960596272635682,0.849478313296642,15,38
3,1,"ND","corn",31.5337947024035,-1.21068903229791,-0.982785684499058,186.8,34
3,1,"SD","corn",19.8848452501202,0.679413818577665,0.455230166394163,52,48
3,1,"WI","corn",17.3896263526045,0.661361258775445,0.422932161236775,55.1,40
3,2,"IA","corn",10.0800274747973,0.937115762272451,0.799354921690488,10.8,204
3,2,"IL","corn",13.3633792125365,0.839433635085764,0.742408880683382,21.7,196
3,2,"IN","corn",9.48465226152143,0.927329696692882,0.879378751493941,-10.7,49
3,2,"MI","corn",6.67199945251882,0.970604363100972,0.886503878971378,11,38
3,2,"ND","corn",28.5795675800809,0.13929478558804,-0.0442279130825498,101.4,34
3,2,"SD","corn",15.7263859445212,0.840174989376932,0.694915286735995,30.2,48
3,2,"WI","corn",14.3039566065888,0.830380353889657,0.64243624888743,35.3,40
3,3,"IA","corn",10.1282349992876,0.93651283882498,0.782473013634193,5.2,204
3,3,"IL","corn",9.92423085819359,0.916983506334529,0.786386651417697,10.2,196
3,3,"IN","corn",9.08086318282308,0.93567805296054,0.901711700152904,-9.2,49
3,3,"MI","corn",6.14997741639936,0.97502428602035,0.906288254762869,7.3,38
3,3,"ND","corn",26.8177687864102,0.474460406110695,0.319876698232633,67.2,34
3,3,"SD","corn",14.8307253100831,0.874027890721255,0.767289042047413,23,48
3,3,"WI","corn",11.5295345962378,0.907466330674776,0.775575889995979,22.2,40
3,4,"IA","corn",10.3669306464742,0.933485128643979,0.772981029109998,3.4,204
3,4,"IL","corn",9.57004356740502,0.922803341958787,0.780114059700576,7.7,196
3,4,"IN","corn",11.9874245402187,0.887912627181094,0.818246937877341,-15.4,49
3,4,"MI","corn",6.14997741639936,0.97502428602035,0.906288254762869,7.3,38
3,4,"ND","corn",25.2862320497206,0.612853755284521,0.503557331146023,49,34
3,4,"SD","corn",13.9949530389499,0.887825921631109,0.791589261098959,20.3,48
3,4,"WI","corn",10.6397311110922,0.921197946402278,0.802560039755322,19,40
3,5,"IA","corn",10.9443775986871,0.92586888947849,0.754536002405076,0.6,204
3,5,"IL","corn",9.485882497227,0.924155140514402,0.775660248971019,6.5,196
3,5,"IN","corn",11.9874245402187,0.887912627181094,0.818246937877341,-15.4,49
3,5,"MI","corn",6.17045425582307,0.974857691880923,0.903363942180736,3.9,38
3,5,"ND","corn",23.9886260161996,0.682139760193831,0.603822820641745,38.3,34
3,5,"SD","corn",13.3100694968322,0.898536400494593,0.811644243924101,17.6,48
3,5,"WI","corn",10.6397311110922,0.921197946402278,0.802560039755322,19,40
4,0,"IA","corn",15.3385875971191,0.818239504237217,0.61723202453269,35.5,204
4,0,"IL","corn",24.7155931391032,0.279834307314752,0.410038799004033,59,196
4,0,"IN","corn",7.77124946480102,0.940364536770642,0.948603340221117,4.1,49
4,0,"MI","corn",12.4873354529875,0.877234387427096,0.647884896125984,34.7,38
4,0,"ND","corn",41.70358364564,-21.115830224935,-5.72008718347299,609.9,34
4,0,"SD","corn",22.0454076850486,0.373015588604193,0.0824404940007769,84.9,48
4,0,"WI","corn",24.9931207466392,-0.0374236763878846,-0.156781698353321,107.3,40
4,1,"IA","corn",12.284137059911,0.900165383191082,0.734528766873076,19.1,204
4,1,"IL","corn",17.6245397454738,0.693392779083246,0.636696500785389,34.6,196
4,1,"IN","corn",7.09697372202267,0.956187719303868,0.969730340184673,-0.7,49
4,1,"MI","corn",9.24482694311179,0.943562412366884,0.797651839172899,20.1,38
4,1,"ND","corn",31.5337947024035,-1.21068903229791,-0.982785684499058,186.8,34
4,1,"SD","corn",19.8848452501202,0.679413818577665,0.455230166394163,52,48
4,1,"WI","corn",17.3896263526045,0.661361258775445,0.422932161236775,55.1,40
4,2,"IA","corn",11.1493027901824,0.923066801377766,0.772489326888704,12.8,204
4,2,"IL","corn",14.0868273658109,0.821578011590528,0.723800531001764,22.9,196
4,2,"IN","corn",8.91593622563739,0.935783289677703,0.884486975918405,-8.5,49
4,2,"MI","corn",8.22192191643779,0.955360680419451,0.829154303863181,16.1,38
4,2,"ND","corn",28.5795675800809,0.13929478558804,-0.0442279130825498,101.4,34
4,2,"SD","corn",15.7263859445212,0.840174989376932,0.694915286735995,30.2,48
4,2,"WI","corn",14.3039566065888,0.830380353889657,0.64243624888743,35.3,40
4,3,"IA","corn",10.9942959102647,0.925191109678024,0.76037011971558,7.1,204
4,3,"IL","corn",10.5773838088762,0.905696633567168,0.769503604091087,11.2,196
4,3,"IN","corn",8.53635903345197,0.943160498134393,0.907766194006738,-7.4,49
4,3,"MI","corn",7.61656554883009,0.961692021210528,0.848337524846662,12.3,38
4,3,"ND","corn",26.8177687864102,0.474460406110695,0.319876698232633,67.2,34
4,3,"SD","corn",14.8307253100831,0.874027890721255,0.767289042047413,23,48
4,3,"WI","corn",11.5295345962378,0.907466330674776,0.775575889995979,22.2,40
4,4,"IA","corn",11.1474809083853,0.923091942275799,0.752740683436425,5.4,204
4,4,"IL","corn",10.1812783319369,0.912627393845223,0.764193007483905,8.8,196
4,4,"IN","corn",11.3613035390749,0.899315818627236,0.821277643752905,-13.5,49
4,4,"MI","corn",7.61656554883009,0.961692021210528,0.848337524846662,12.3,38
4,4,"ND","corn",25.2862320497206,0.612853755284521,0.503557331146023,49,34
4,4,"SD","corn",13.9949530389499,0.887825921631109,0.791589261098959,20.3,48
4,4,"WI","corn",10.6397311110922,0.921197946402278,0.802560039755322,19,40
4,5,"IA","corn",11.578938996042,0.917023349300883,0.737347173243667,2.6,204
4,5,"IL","corn",10.0686467769104,0.914549839940756,0.760321275959778,7.6,196
4,5,"IN","corn",11.3613035390749,0.899315818627236,0.821277643752905,-13.5,49
4,5,"MI","corn",7.43503110282667,0.963496336736311,0.853625783177982,8.8,38
4,5,"ND","corn",23.9886260161996,0.682139760193831,0.603822820641745,38.3,34
4,5,"SD","corn",13.3100694968322,0.898536400494593,0.811644243924101,17.6,48
4,5,"WI","corn",10.6397311110922,0.921197946402278,0.802560039755322,19,40
5,0,"IA","corn",15.6758689567336,0.81015812900253,0.607580206165603,36.3,204
5,0,"IL","corn",24.9548276565687,0.265825149289833,0.403826298965636,59.6,196
5,0,"IN","corn",8.73995928327557,0.92457041558811,0.890105734332291,9.9,49
5,0,"MI","corn",12.4873354529875,0.877234387427096,0.647884896125984,34.7,38
5,0,"ND","corn",41.70358364564,-21.115830224935,-5.72008718347299,609.9,34
5,0,"SD","corn",22.0454076850486,0.373015588604193,0.0824404940007769,84.9,48
5,0,"WI","corn",24.9931207466392,-0.0374236763878846,-0.156781698353321,107.3,40
5,1,"IA","corn",12.5820887342325,0.895263673889448,0.726847862672993,19.7,204
5,1,"IL","corn",17.8701573387877,0.684787404972837,0.630361735715995,35,196
5,1,"IN","corn",7.54155156449918,0.950526700359252,0.917947248545986,4,49
5,1,"MI","corn",9.24482694311179,0.943562412366884,0.797651839172899,20.1,38
5,1,"ND","corn",31.5337947024035,-1.21068903229791,-0.982785684499058,186.8,34
5,1,"SD","corn",19.8848452501202,0.679413818577665,0.455230166394163,52,48
5,1,"WI","corn",17.3896263526045,0.661361258775445,0.422932161236775,55.1,40
5,2,"IA","corn",11.4150559997201,0.919355554167878,0.765945445356213,13.2,204
5,2,"IL","corn",14.3245602065996,0.815505006923295,0.717713829228505,23.3,196
5,2,"IN","corn",8.41941514982269,0.942736485871358,0.872693157813566,-4.6,49
5,2,"MI","corn",8.22192191643779,0.955360680419451,0.829154303863181,16.1,38
5,2,"ND","corn",28.5795675800809,0.13929478558804,-0.0442279130825498,101.4,34
5,2,"SD","corn",15.7263859445212,0.840174989376932,0.694915286735995,30.2,48
5,2,"WI","corn",14.3039566065888,0.830380353889657,0.64243624888743,35.3,40
5,3,"IA","corn",11.2153120920323,0.922153140703123,0.754868043695167,7.6,204
5,3,"IL","corn",10.7933577094766,0.901806257963514,0.763994638102576,11.5,196
5,3,"IN","corn",8.06097629589464,0.949314911931638,0.89519341983868,-4,49
5,3,"MI","corn",7.61656554883009,0.961692021210528,0.848337524846662,12.3,38
5,3,"ND","corn",26.8177687864102,0.474460406110695,0.319876698232633,67.2,34
5,3,"SD","corn",14.8307253100831,0.874027890721255,0.767289042047413,23,48
5,3,"WI","corn",11.5295345962378,0.907466330674776,0.775575889995979,22.2,40
5,4,"IA","corn",11.3492132978598,0.92028319472405,0.747655852524242,5.9,204
5,4,"IL","corn",10.3847835947004,0.909099646662683,0.758977739540666,9.1,196
5,4,"IN","corn",10.535003845316,0.913428625233607,0.815908037599076,-10.1,49
5,4,"MI","corn",7.61656554883009,0.961692021210528,0.848337524846662,12.3,38
5,4,"ND","corn",25.2862320497206,0.612853755284521,0.503557331146023,49,34
5,4,"SD","corn",13.9949530389499,0.887825921631109,0.791589261098959,20.3,48
5,4,"WI","corn",10.6397311110922,0.921197946402278,0.802560039755322,19,40
5,5,"IA","corn",11.747025713419,0.914596787374121,0.732960617913137,3.1,204
5,5,"IL","corn",10.2636171912708,0.911208465672909,0.755283856355566,7.9,196
5,5,"IN","corn",10.535003845316,0.913428625233607,0.815908037599076,-10.1,49
5,5,"MI","corn",7.43503110282667,0.963496336736311,0.853625783177982,8.8,38
5,5,"ND","corn",23.9886260161996,0.682139760193831,0.603822820641745,38.3,34
5,5,"SD","corn",13.3100694968322,0.898536400494593,0.811644243924101,17.6,48
5,5,"WI","corn",10.6397311110922,0.921197946402278,0.802560039755322,19,40
